,module,rank,recordid,counter,value,filename,mountpt,fstype
0,POSIX,0,9776070601501419358,POSIX_OPENS,4096.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00000,/pscratch,lustre
1,POSIX,0,9776070601501419358,POSIX_FILENOS,4096.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00000,/pscratch,lustre
4,POSIX,0,9776070601501419358,POSIX_WRITES,4096.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00000,/pscratch,lustre
7,POSIX,0,9776070601501419358,POSIX_MMAPS,-1.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00000,/pscratch,lustre
15,POSIX,0,9776070601501419358,POSIX_BYTES_WRITTEN,8602677248.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00000,/pscratch,lustre
17,POSIX,0,9776070601501419358,POSIX_MAX_BYTE_WRITTEN,8602677247.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00000,/pscratch,lustre
19,POSIX,0,9776070601501419358,POSIX_CONSEC_WRITES,4095.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00000,/pscratch,lustre
21,POSIX,0,9776070601501419358,POSIX_SEQ_WRITES,4095.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00000,/pscratch,lustre
24,POSIX,0,9776070601501419358,POSIX_MEM_ALIGNMENT,8.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00000,/pscratch,lustre
25,POSIX,0,9776070601501419358,POSIX_FILE_NOT_ALIGNED,4095.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00000,/pscratch,lustre
26,POSIX,0,9776070601501419358,POSIX_FILE_ALIGNMENT,1048576.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00000,/pscratch,lustre
28,POSIX,0,9776070601501419358,POSIX_MAX_WRITE_TIME_SIZE,2100274.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00000,/pscratch,lustre
44,POSIX,0,9776070601501419358,POSIX_SIZE_WRITE_1M_4M,4096.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00000,/pscratch,lustre
57,POSIX,0,9776070601501419358,POSIX_ACCESS1_ACCESS,2100291.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00000,/pscratch,lustre
58,POSIX,0,9776070601501419358,POSIX_ACCESS2_ACCESS,2100274.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00000,/pscratch,lustre
59,POSIX,0,9776070601501419358,POSIX_ACCESS3_ACCESS,2100227.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00000,/pscratch,lustre
60,POSIX,0,9776070601501419358,POSIX_ACCESS4_ACCESS,2100210.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00000,/pscratch,lustre
61,POSIX,0,9776070601501419358,POSIX_ACCESS1_COUNT,1381.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00000,/pscratch,lustre
62,POSIX,0,9776070601501419358,POSIX_ACCESS2_COUNT,1381.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00000,/pscratch,lustre
63,POSIX,0,9776070601501419358,POSIX_ACCESS3_COUNT,402.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00000,/pscratch,lustre
64,POSIX,0,9776070601501419358,POSIX_ACCESS4_COUNT,402.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00000,/pscratch,lustre
69,POSIX,0,9776070601501419358,POSIX_F_OPEN_START_TIMESTAMP,14.04385,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00000,/pscratch,lustre
71,POSIX,0,9776070601501419358,POSIX_F_WRITE_START_TIMESTAMP,14.043876,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00000,/pscratch,lustre
73,POSIX,0,9776070601501419358,POSIX_F_OPEN_END_TIMESTAMP,32.096591,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00000,/pscratch,lustre
75,POSIX,0,9776070601501419358,POSIX_F_WRITE_END_TIMESTAMP,32.099085,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00000,/pscratch,lustre
78,POSIX,0,9776070601501419358,POSIX_F_WRITE_TIME,10.855706,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00000,/pscratch,lustre
79,POSIX,0,9776070601501419358,POSIX_F_META_TIME,0.000453,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00000,/pscratch,lustre
81,POSIX,0,9776070601501419358,POSIX_F_MAX_WRITE_TIME,0.005699,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00000,/pscratch,lustre
86,POSIX,0,13268337641086144525,POSIX_OPENS,24.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_H,/pscratch,lustre
87,POSIX,0,13268337641086144525,POSIX_FILENOS,24.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_H,/pscratch,lustre
90,POSIX,0,13268337641086144525,POSIX_WRITES,22.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_H,/pscratch,lustre
91,POSIX,0,13268337641086144525,POSIX_SEEKS,2.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_H,/pscratch,lustre
93,POSIX,0,13268337641086144525,POSIX_MMAPS,-1.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_H,/pscratch,lustre
101,POSIX,0,13268337641086144525,POSIX_BYTES_WRITTEN,45345760.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_H,/pscratch,lustre
103,POSIX,0,13268337641086144525,POSIX_MAX_BYTE_WRITTEN,45345759.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_H,/pscratch,lustre
105,POSIX,0,13268337641086144525,POSIX_CONSEC_WRITES,21.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_H,/pscratch,lustre
107,POSIX,0,13268337641086144525,POSIX_SEQ_WRITES,21.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_H,/pscratch,lustre
109,POSIX,0,13268337641086144525,POSIX_MEM_NOT_ALIGNED,6.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_H,/pscratch,lustre
110,POSIX,0,13268337641086144525,POSIX_MEM_ALIGNMENT,8.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_H,/pscratch,lustre
111,POSIX,0,13268337641086144525,POSIX_FILE_NOT_ALIGNED,21.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_H,/pscratch,lustre
112,POSIX,0,13268337641086144525,POSIX_FILE_ALIGNMENT,1048576.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_H,/pscratch,lustre
114,POSIX,0,13268337641086144525,POSIX_MAX_WRITE_TIME_SIZE,2097151.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_H,/pscratch,lustre
130,POSIX,0,13268337641086144525,POSIX_SIZE_WRITE_1M_4M,22.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_H,/pscratch,lustre
143,POSIX,0,13268337641086144525,POSIX_ACCESS1_ACCESS,2097154.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_H,/pscratch,lustre
144,POSIX,0,13268337641086144525,POSIX_ACCESS2_ACCESS,2097152.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_H,/pscratch,lustre
145,POSIX,0,13268337641086144525,POSIX_ACCESS3_ACCESS,2097171.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_H,/pscratch,lustre
146,POSIX,0,13268337641086144525,POSIX_ACCESS4_ACCESS,2097170.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_H,/pscratch,lustre
147,POSIX,0,13268337641086144525,POSIX_ACCESS1_COUNT,3.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_H,/pscratch,lustre
148,POSIX,0,13268337641086144525,POSIX_ACCESS2_COUNT,3.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_H,/pscratch,lustre
149,POSIX,0,13268337641086144525,POSIX_ACCESS3_COUNT,2.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_H,/pscratch,lustre
150,POSIX,0,13268337641086144525,POSIX_ACCESS4_COUNT,2.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_H,/pscratch,lustre
155,POSIX,0,13268337641086144525,POSIX_F_OPEN_START_TIMESTAMP,173.073217,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_H,/pscratch,lustre
157,POSIX,0,13268337641086144525,POSIX_F_WRITE_START_TIMESTAMP,173.073228,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_H,/pscratch,lustre
159,POSIX,0,13268337641086144525,POSIX_F_OPEN_END_TIMESTAMP,174.494236,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_H,/pscratch,lustre
161,POSIX,0,13268337641086144525,POSIX_F_WRITE_END_TIMESTAMP,174.494188,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_H,/pscratch,lustre
164,POSIX,0,13268337641086144525,POSIX_F_WRITE_TIME,0.046528,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_H,/pscratch,lustre
165,POSIX,0,13268337641086144525,POSIX_F_META_TIME,5.2e-05,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_H,/pscratch,lustre
167,POSIX,0,13268337641086144525,POSIX_F_MAX_WRITE_TIME,0.002772,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_H,/pscratch,lustre
172,POSIX,1,8576505722018891917,POSIX_OPENS,7.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Header,/pscratch,lustre
173,POSIX,1,8576505722018891917,POSIX_FILENOS,7.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Header,/pscratch,lustre
176,POSIX,1,8576505722018891917,POSIX_WRITES,8.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Header,/pscratch,lustre
179,POSIX,1,8576505722018891917,POSIX_MMAPS,-1.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Header,/pscratch,lustre
187,POSIX,1,8576505722018891917,POSIX_BYTES_WRITTEN,14683281.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Header,/pscratch,lustre
189,POSIX,1,8576505722018891917,POSIX_MAX_BYTE_WRITTEN,14683280.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Header,/pscratch,lustre
191,POSIX,1,8576505722018891917,POSIX_CONSEC_WRITES,7.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Header,/pscratch,lustre
193,POSIX,1,8576505722018891917,POSIX_SEQ_WRITES,7.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Header,/pscratch,lustre
196,POSIX,1,8576505722018891917,POSIX_MEM_ALIGNMENT,8.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Header,/pscratch,lustre
197,POSIX,1,8576505722018891917,POSIX_FILE_NOT_ALIGNED,7.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Header,/pscratch,lustre
198,POSIX,1,8576505722018891917,POSIX_FILE_ALIGNMENT,1048576.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Header,/pscratch,lustre
200,POSIX,1,8576505722018891917,POSIX_MAX_WRITE_TIME_SIZE,2097159.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Header,/pscratch,lustre
212,POSIX,1,8576505722018891917,POSIX_SIZE_WRITE_100_1K,1.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Header,/pscratch,lustre
216,POSIX,1,8576505722018891917,POSIX_SIZE_WRITE_1M_4M,7.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Header,/pscratch,lustre
229,POSIX,1,8576505722018891917,POSIX_ACCESS1_ACCESS,2097156.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Header,/pscratch,lustre
230,POSIX,1,8576505722018891917,POSIX_ACCESS2_ACCESS,2100210.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Header,/pscratch,lustre
231,POSIX,1,8576505722018891917,POSIX_ACCESS3_ACCESS,2097159.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Header,/pscratch,lustre
232,POSIX,1,8576505722018891917,POSIX_ACCESS4_ACCESS,2097155.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Header,/pscratch,lustre
233,POSIX,1,8576505722018891917,POSIX_ACCESS1_COUNT,2.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Header,/pscratch,lustre
234,POSIX,1,8576505722018891917,POSIX_ACCESS2_COUNT,1.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Header,/pscratch,lustre
235,POSIX,1,8576505722018891917,POSIX_ACCESS3_COUNT,1.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Header,/pscratch,lustre
236,POSIX,1,8576505722018891917,POSIX_ACCESS4_COUNT,1.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Header,/pscratch,lustre
241,POSIX,1,8576505722018891917,POSIX_F_OPEN_START_TIMESTAMP,13.662871,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Header,/pscratch,lustre
243,POSIX,1,8576505722018891917,POSIX_F_WRITE_START_TIMESTAMP,13.662899,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Header,/pscratch,lustre
245,POSIX,1,8576505722018891917,POSIX_F_OPEN_END_TIMESTAMP,14.757929,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Header,/pscratch,lustre
247,POSIX,1,8576505722018891917,POSIX_F_WRITE_END_TIMESTAMP,15.394301,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Header,/pscratch,lustre
250,POSIX,1,8576505722018891917,POSIX_F_WRITE_TIME,0.019929,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Header,/pscratch,lustre
251,POSIX,1,8576505722018891917,POSIX_F_META_TIME,2e-06,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Header,/pscratch,lustre
253,POSIX,1,8576505722018891917,POSIX_F_MAX_WRITE_TIME,0.00339,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Header,/pscratch,lustre
258,POSIX,1,6294410177327220565,POSIX_OPENS,4096.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00001,/pscratch,lustre
259,POSIX,1,6294410177327220565,POSIX_FILENOS,4096.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00001,/pscratch,lustre
262,POSIX,1,6294410177327220565,POSIX_WRITES,4095.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00001,/pscratch,lustre
265,POSIX,1,6294410177327220565,POSIX_MMAPS,-1.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00001,/pscratch,lustre
273,POSIX,1,6294410177327220565,POSIX_BYTES_WRITTEN,8600646670.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00001,/pscratch,lustre
275,POSIX,1,6294410177327220565,POSIX_MAX_BYTE_WRITTEN,8600646669.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00001,/pscratch,lustre
277,POSIX,1,6294410177327220565,POSIX_CONSEC_WRITES,4094.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00001,/pscratch,lustre
279,POSIX,1,6294410177327220565,POSIX_SEQ_WRITES,4094.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00001,/pscratch,lustre
282,POSIX,1,6294410177327220565,POSIX_MEM_ALIGNMENT,8.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00001,/pscratch,lustre
283,POSIX,1,6294410177327220565,POSIX_FILE_NOT_ALIGNED,4094.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00001,/pscratch,lustre
284,POSIX,1,6294410177327220565,POSIX_FILE_ALIGNMENT,1048576.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00001,/pscratch,lustre
286,POSIX,1,6294410177327220565,POSIX_MAX_WRITE_TIME_SIZE,2100291.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00001,/pscratch,lustre
302,POSIX,1,6294410177327220565,POSIX_SIZE_WRITE_1M_4M,4095.0,/pscratch/sd/a/ayazdani/amrex-tutorials/ExampleCodes/MPMD/Case-1/plt_cpp_1/Level_0/Cell_D_00001,/pscratch,lustre
